id,tokens,ner_tags
4095,"[""While"", ""the"", ""URL"", ""acts"", ""similarly"", ""to"", ""how"", ""eye-watch.in"", "":"", ""443"", ""delivers"", ""payloads"", "","", ""we"", ""also"", ""saw"", ""the"", ""URL"", ""leveraging"", ""and"", ""exploiting"", ""security"", ""flaws"", ""in"", ""Flash"", "":"", ""CVE-2015-8651"", "","", ""CVE-2016-1019"", "","", ""and"", ""CVE-2016-4117"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 22, 26, 22, 26, 26, 22, 26]"
4096,"[""The"", ""exploit"", "","", ""which"", ""takes"", ""advantage"", ""of"", ""CVE-2018-4878"", "","", ""allows"", ""an"", ""attacker"", ""to"", ""execute"", ""arbitrary"", ""code"", ""such"", ""as"", ""an"", ""implant"", "".""]","[26, 26, 26, 26, 26, 26, 26, 22, 26, 26, 26, 0, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
4097,"[""Documents"", ""with"", ""the"", ""Flash"", ""exploit"", ""managed"", ""to"", ""evade"", ""static"", ""defenses"", ""and"", ""remain"", ""undetected"", ""as"", ""an"", ""exploit"", ""on"", ""VirusTotal"", "".""]","[4, 26, 26, 22, 23, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
4098,"[""WannaCry"", ""utilizes"", ""EternalBlue"", ""by"", ""crafting"", ""a"", ""custom"", ""SMB"", ""session"", ""request"", ""with"", ""hard-coded"", ""values"", ""based"", ""on"", ""the"", ""target"", ""system"", "".""]","[8, 26, 22, 26, 26, 26, 26, 8, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
4099,"[""WannaCry"", ""leverages"", ""an"", ""exploit"", "","", ""codenamed"", ""\"""", ""EternalBlue"", ""\"""", "","", ""that"", ""was"", ""released"", ""by"", ""the"", ""Shadow"", ""Brokers"", ""on"", ""April"", ""14"", "","", ""2017"", "".""]","[8, 26, 26, 26, 26, 26, 26, 22, 26, 26, 26, 26, 26, 26, 26, 0, 1, 26, 10, 11, 11, 11, 26]"
4100,"[""Microsoft"", ""addressed"", ""the"", ""SMBv1"", ""vulnerabilities"", ""in"", ""March"", ""2017"", ""with"", ""Security"", ""Bulletin"", ""MS17-010"", "".""]","[18, 26, 26, 22, 23, 26, 10, 11, 26, 26, 26, 26, 26]"
4101,"[""The"", ""worm"", ""leverages"", ""an"", ""SMBv1"", ""exploit"", ""that"", ""originates"", ""from"", ""tools"", ""released"", ""by"", ""the"", ""Shadow"", ""Brokers"", ""threat"", ""group"", ""in"", ""April"", "".""]","[26, 26, 26, 26, 22, 23, 26, 26, 26, 26, 26, 26, 26, 0, 1, 0, 1, 26, 10, 26]"
4102,"[""If"", ""the"", ""DoublePulsar"", ""backdoor"", ""does"", ""not"", ""exist"", "","", ""then"", ""the"", ""SMB"", ""worm"", ""attempts"", ""to"", ""compromise"", ""the"", ""target"", ""using"", ""the"", ""Eternalblue"", ""SMBv1"", ""exploit"", "".""]","[26, 26, 8, 9, 26, 26, 26, 26, 26, 26, 8, 9, 26, 26, 26, 26, 26, 26, 26, 22, 23, 23, 26]"
4103,"[""Leafminer"", ""has"", ""developed"", ""exploit"", ""payloads"", ""for"", ""this"", ""framework"", ""("", ""Table"", ""2"", "")"", ""that"", ""deliver"", ""custom"", ""malware"", ""through"", ""attacks"", ""against"", ""SMB"", ""vulnerabilities"", ""described"", ""by"", ""Microsoft"", "".""]","[0, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 2, 26, 22, 23, 26, 26, 18, 26]"
4104,"[""The"", ""EternalBlue"", ""exploit"", ""from"", ""the"", ""framework"", ""received"", ""worldwide"", ""attention"", ""after"", ""being"", ""used"", ""in"", ""the"", ""ransomware"", ""campaigns"", ""WannaCry"", ""in"", ""May"", ""and"", ""Petya"", ""/"", ""NotPetya"", ""in"", ""June"", ""2017"", "".""]","[26, 22, 23, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 2, 3, 3, 26, 10, 26, 8, 26, 8, 26, 10, 11, 26]"
4105,"[""The"", ""Leafminer"", ""operators"", ""use"", ""EternalBlue"", ""to"", ""attempt"", ""lateral"", ""movement"", ""within"", ""target"", ""networks"", ""from"", ""compromised"", ""staging"", ""servers"", "".""]","[26, 0, 0, 26, 22, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
4106,"[""Symantec"", ""also"", ""observed"", ""attempts"", ""by"", ""Leafminer"", ""to"", ""scan"", ""for"", ""the"", ""Heartbleed"", ""vulnerability"", ""("", ""CVE-2014-0160"", "")"", ""from"", ""an"", ""attacker-controlled"", ""IP"", ""address"", "".""]","[6, 26, 26, 26, 26, 0, 26, 26, 26, 26, 22, 23, 26, 22, 26, 26, 26, 26, 26, 26, 26]"
4107,"[""The"", ""attachments"", ""exploited"", ""CVE-2017-8759"", ""which"", ""was"", ""discovered"", ""and"", ""documented"", ""only"", ""five"", ""days"", ""prior"", ""to"", ""the"", ""campaign"", "".""]","[26, 26, 26, 22, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 2, 26]"
4108,"[""Some"", ""of"", ""the"", ""documents"", ""exploited"", ""CVE-2017-0199"", ""to"", ""deliver"", ""the"", ""payload"", "".""]","[26, 26, 26, 4, 26, 22, 26, 24, 25, 25, 26]"
4109,"[""The"", ""group"", ""'s"", ""capabilities"", ""are"", ""more"", ""than"", ""the"", ""much"", ""discussed"", ""CVE-2012-0158"", ""exploits"", ""over"", ""the"", ""past"", ""few"", ""years"", "".""]","[26, 0, 26, 26, 26, 26, 26, 26, 26, 26, 22, 26, 26, 26, 26, 26, 26, 26]"
4110,"[""Instead"", "","", ""the"", ""Spring"", ""Dragon"", ""group"", ""is"", ""known"", ""to"", ""have"", ""employed"", ""spearphish"", ""exploits"", "","", ""strategic"", ""web"", ""compromises"", "","", ""and"", ""watering"", ""holes"", ""attack"", "".""]","[26, 26, 26, 0, 1, 1, 26, 26, 26, 26, 26, 22, 23, 26, 20, 21, 21, 26, 26, 2, 3, 3, 26]"
4111,"[""The"", ""group"", ""'s"", ""spearphish"", ""toolset"", ""includes"", ""PDF"", ""exploits"", "","", ""Adobe"", ""Flash"", ""Player"", ""exploits"", "","", ""and"", ""the"", ""common"", ""CVE-2012-0158"", ""Word"", ""exploits"", ""including"", ""those"", ""generated"", ""from"", ""the"", ""infamous"", ""\"""", ""Tran"", ""Duy"", ""Linh"", ""\"""", ""kit"", "".""]","[26, 0, 26, 26, 26, 26, 22, 23, 26, 22, 23, 23, 23, 26, 26, 26, 26, 22, 22, 23, 26, 26, 26, 26, 26, 26, 26, 8, 9, 9, 26, 26, 26]"
4112,"[""While"", ""this"", ""particular"", ""actor"", ""effectively"", ""used"", ""their"", ""almost"", ""worn"", ""out"", ""CVE-2012-0158"", ""exploits"", ""in"", ""the"", ""past"", "","", ""Spring"", ""Dragon"", ""employs"", ""more"", ""involved"", ""and"", ""creative"", ""intrusive"", ""activity"", ""as"", ""well"", "".""]","[26, 26, 26, 0, 26, 26, 26, 26, 26, 26, 22, 26, 26, 26, 26, 26, 0, 1, 26, 26, 26, 26, 26, 26, 2, 26, 26, 26]"
4113,"[""To"", ""mitigate"", ""the"", ""threat"", ""of"", ""the"", ""described"", ""campaign"", "","", ""security"", ""teams"", ""can"", ""consider"", ""blocking"", ""access"", ""to"", ""the"", ""C2"", ""server"", ""103.236.150.14"", ""and"", "","", ""where"", ""applicable"", "","", ""ensure"", ""that"", ""the"", ""Microsoft"", ""Security"", ""Update"", ""KB2553204"", ""is"", ""installed"", ""in"", ""order"", ""to"", ""patch"", ""the"", ""CVE-2017-11882"", ""vulnerability"", "".""]","[26, 26, 26, 26, 26, 26, 26, 2, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 22, 26, 26]"
4114,"[""The"", ""actors"", ""attempted"", ""to"", ""exploit"", ""CVE-2014-6332"", ""using"", ""a"", ""slightly"", ""modified"", ""version"", ""of"", ""the"", ""proof-of-concept"", ""("", ""POC"", "")"", ""code"", ""to"", ""install"", ""a"", ""Trojan"", ""called"", ""Emissary"", "","", ""which"", ""is"", ""related"", ""to"", ""the"", ""Operation"", ""Lotus"", ""Blossom"", ""campaign"", "".""]","[26, 0, 26, 26, 26, 22, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 8, 26, 26, 26, 26, 26, 26, 2, 3, 3, 3, 26]"
4115,"[""Both"", ""attachments"", ""are"", ""malicious"", ""Word"", ""documents"", ""that"", ""attempt"", ""to"", ""exploit"", ""the"", ""Windows"", ""OLE"", ""Automation"", ""Array"", ""Remote"", ""Code"", ""Execution"", ""Vulnerability"", ""tracked"", ""by"", ""CVE-2014-6332"", "".""]","[26, 26, 26, 4, 5, 5, 26, 26, 26, 26, 26, 22, 23, 23, 23, 23, 23, 23, 23, 26, 26, 22, 26]"
4116,"[""Lotus"", ""Blossom"", ""attempted"", ""to"", ""exploit"", ""CVE-2014-6332"", ""using"", ""the"", ""POC"", ""code"", ""available"", ""in"", ""the"", ""wild"", "".""]","[0, 1, 26, 26, 26, 22, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
4117,"[""Lotus"", ""Blossom"", ""was"", ""attempting"", ""to"", ""exploit"", ""CVE-2014-6332"", ""to"", ""install"", ""a"", ""new"", ""version"", ""of"", ""the"", ""Emissary"", ""Trojan"", "","", ""specifically"", ""version"", ""5.3"", "".""]","[0, 1, 26, 26, 26, 26, 22, 26, 26, 26, 26, 26, 26, 26, 8, 9, 26, 26, 26, 26, 26]"
4118,"[""POWRUNER"", ""was"", ""delivered"", ""using"", ""a"", ""malicious"", ""RTF"", ""file"", ""that"", ""exploited"", ""CVE-2017-0199"", "".""]","[8, 26, 26, 26, 26, 26, 4, 5, 26, 26, 22, 26]"
4119,"[""In"", ""November"", ""2017"", "","", ""APT34"", ""leveraged"", ""the"", ""Microsoft"", ""Office"", ""vulnerability"", ""CVE-2017-11882"", ""to"", ""deploy"", ""POWRUNER"", ""and"", ""BONDUPDATER"", ""less"", ""than"", ""a"", ""week"", ""after"", ""Microsoft"", ""issued"", ""a"", ""patch"", "".""]","[26, 10, 11, 26, 0, 26, 26, 22, 23, 23, 22, 26, 26, 8, 26, 8, 26, 26, 26, 26, 26, 18, 26, 26, 26, 26]"
4120,"[""PIVY"", ""also"", ""played"", ""a"", ""key"", ""role"", ""in"", ""the"", ""2011"", ""campaign"", ""known"", ""as"", ""Nitro"", ""that"", ""targeted"", ""chemical"", ""makers"", "","", ""government"", ""agencies"", "","", ""defense"", ""contractors"", "","", ""and"", ""human"", ""rights"", ""groups.10,11"", ""Still"", ""active"", ""a"", ""year"", ""later"", "","", ""the"", ""Nitro"", ""attackers"", ""used"", ""a"", ""zero-day"", ""vulnerability"", ""in"", ""Java"", ""to"", ""deploy"", ""PIVY"", ""in"", ""2012"", "".""]","[8, 26, 26, 26, 26, 26, 26, 26, 2, 3, 26, 26, 26, 26, 26, 18, 19, 26, 18, 19, 26, 18, 19, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 0, 26, 26, 22, 23, 26, 26, 26, 26, 8, 26, 10, 26]"
4121,"[""Just"", ""recently"", "","", ""PIVY"", ""was"", ""the"", ""payload"", ""of"", ""a"", ""zero-day"", ""exploit"", ""in"", ""Internet"", ""Explorer"", ""used"", ""in"", ""what"", ""is"", ""known"", ""as"", ""a"", ""\"""", ""strategic"", ""web"", ""compromise"", ""\"""", ""attack"", ""against"", ""visitors"", ""to"", ""a"", ""U.S."", ""government"", ""website"", ""and"", ""a"", ""variety"", ""of"", ""others"", "".""]","[26, 26, 26, 8, 26, 26, 26, 26, 26, 22, 23, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 2, 26, 26, 26, 26, 14, 26, 26, 26, 26, 26, 26, 26, 26]"
4122,"[""It"", ""came"", ""in"", ""the"", ""form"", ""of"", ""a"", ""\"""", ""Tran"", ""Duy"", ""Linh"", ""\"""", ""CVE-2012-0158"", ""exploit"", ""kit"", ""document"", ""MD5"", "":"", ""de8a242af3794a8be921df0cfa51885f61"", ""and"", ""was"", ""observed"", ""on"", ""April"", ""10"", "","", ""2014"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 8, 9, 9, 26, 22, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 10, 11, 11, 11, 26]"
4123,"[""This"", ""bait"", ""document"", "","", ""or"", ""email"", ""attachment"", "","", ""appears"", ""to"", ""be"", ""a"", ""standard"", ""Word"", ""document"", "","", ""but"", ""is"", ""in"", ""fact"", ""an"", ""CVE-2012-0158"", ""exploit"", "","", ""an"", ""executable"", ""with"", ""a"", ""double"", ""extension"", "","", ""or"", ""an"", ""executable"", ""with"", ""an"", ""RTLO"", ""filename"", "","", ""so"", ""it"", ""can"", ""execute"", ""code"", ""without"", ""the"", ""user"", ""'s"", ""knowledge"", ""or"", ""consent"", "".""]","[26, 4, 5, 26, 26, 20, 21, 26, 26, 26, 26, 26, 26, 4, 5, 26, 26, 26, 26, 26, 26, 22, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
4124,"[""PROMETHIUM"", ""and"", ""NEODYMIUM"", ""both"", ""used"", ""an"", ""exploit"", ""for"", ""CVE-2016-4117"", "","", ""a"", ""vulnerability"", ""in"", ""Adobe"", ""Flash"", ""Player"", ""that"", "","", ""at"", ""the"", ""time"", "","", ""was"", ""both"", ""unknown"", ""and"", ""unpatched"", "".""]","[0, 26, 0, 26, 26, 26, 26, 26, 22, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
4125,"[""PROMETHIUM"", ""and"", ""NEODYMIUM"", ""both"", ""used"", ""a"", ""zero-day"", ""exploit"", ""that"", ""executed"", ""code"", ""to"", ""download"", ""a"", ""malicious"", ""payload"", "".""]","[0, 26, 0, 26, 26, 26, 22, 23, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
4126,"[""NEODYMIUM"", ""also"", ""used"", ""the"", ""exact"", ""same"", ""CVE-2016-4117"", ""exploit"", ""code"", ""that"", ""PROMETHIUM"", ""used"", "","", ""prior"", ""to"", ""public"", ""knowledge"", ""of"", ""the"", ""vulnerability"", ""'s"", ""existence"", "".""]","[0, 26, 26, 26, 26, 26, 22, 26, 26, 26, 0, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
4127,"[""In"", ""May"", ""2016"", "","", ""two"", ""apparently"", ""unrelated"", ""activity"", ""groups"", "","", ""PROMETHIUM"", ""and"", ""NEODYMIUM"", "","", ""conducted"", ""attack"", ""campaigns"", ""in"", ""Europe"", ""that"", ""used"", ""the"", ""same"", ""zeroday"", ""exploit"", ""while"", ""the"", ""vulnerability"", ""was"", ""publicly"", ""unknown"", "".""]","[26, 10, 11, 26, 26, 26, 26, 0, 1, 26, 0, 26, 0, 26, 26, 2, 3, 26, 14, 26, 26, 26, 26, 22, 23, 26, 26, 26, 26, 26, 26, 26]"
4128,"[""The"", ""Middle"", ""Eastern"", ""hacker"", ""group"", ""in"", ""this"", ""case"", ""is"", ""codenamed"", ""\"""", ""BlackOasis"", ""\"""", ""Kaspersky"", ""found"", ""the"", ""group"", ""was"", ""exploiting"", ""a"", ""Adobe"", ""Flash"", ""Player"", ""zero-day"", ""vulnerability"", ""("", ""CVE-2016-4117"", "")"", ""to"", ""remotely"", ""deliver"", ""the"", ""latest"", ""version"", ""of"", ""\"""", ""FinSpy"", ""\"""", ""malware"", "","", ""according"", ""to"", ""a"", ""new"", ""blog"", ""post"", ""published"", ""Monday"", "".""]","[26, 14, 15, 0, 1, 26, 26, 26, 26, 26, 26, 0, 26, 6, 26, 26, 0, 26, 26, 26, 22, 23, 23, 23, 23, 26, 22, 26, 26, 26, 26, 26, 26, 26, 26, 26, 8, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
4129,"[""The"", ""discovery"", ""by"", ""Kaspersky"", ""marks"", ""at"", ""least"", ""the"", ""fifth"", ""zero-day"", ""exploit"", ""used"", ""by"", ""BlackOasis"", ""and"", ""exposed"", ""by"", ""security"", ""researchers"", ""since"", ""June"", ""2015"", "".""]","[26, 26, 26, 6, 26, 26, 26, 26, 26, 22, 23, 26, 26, 0, 26, 26, 26, 26, 26, 26, 10, 11, 26]"
4130,"[""Less"", ""than"", ""a"", ""week"", ""after"", ""Microsoft"", ""issued"", ""a"", ""patch"", ""for"", ""CVE-2017-11882"", ""on"", ""Nov."", ""14"", "","", ""2017"", "","", ""FireEye"", ""observed"", ""an"", ""attacker"", ""using"", ""an"", ""exploit"", ""for"", ""the"", ""Microsoft"", ""Office"", ""vulnerability"", ""to"", ""target"", ""a"", ""government"", ""organization"", ""in"", ""the"", ""Middle"", ""East"", "".""]","[26, 26, 26, 26, 26, 18, 26, 26, 26, 26, 22, 26, 10, 11, 11, 11, 26, 6, 26, 26, 0, 26, 26, 26, 26, 26, 22, 23, 23, 26, 26, 26, 18, 19, 26, 26, 14, 15, 26]"
4131,"[""The"", ""backdoor"", ""was"", ""delivered"", ""via"", ""a"", ""malicious"", "".rtf"", ""file"", ""that"", ""exploited"", ""CVE-2017-0199"", "".""]","[26, 26, 26, 26, 26, 26, 26, 4, 5, 26, 26, 22, 26]"
4132,"[""In"", ""this"", ""latest"", ""campaign"", "","", ""APT34"", ""leveraged"", ""the"", ""recent"", ""Microsoft"", ""Office"", ""vulnerability"", ""CVE-2017-11882"", ""to"", ""deploy"", ""POWRUNER"", ""and"", ""BONDUPDATER"", "".""]","[26, 26, 26, 2, 26, 0, 26, 26, 26, 22, 23, 23, 22, 26, 26, 8, 26, 8, 26]"
4133,"[""During"", ""the"", ""past"", ""few"", ""months"", "","", ""APT34"", ""has"", ""been"", ""able"", ""to"", ""quickly"", ""incorporate"", ""exploits"", ""for"", ""at"", ""least"", ""two"", ""publicly"", ""vulnerabilities"", ""("", ""CVE-2017-0199"", ""and"", ""CVE-2017-11882"", "")"", ""to"", ""target"", ""organizations"", ""in"", ""the"", ""Middle"", ""East"", "".""]","[26, 26, 26, 26, 26, 26, 0, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 22, 26, 22, 26, 26, 26, 26, 26, 26, 14, 15, 26]"
4134,"[""In"", ""November"", ""2017"", "","", ""APT34"", ""leveraged"", ""the"", ""Microsoft"", ""Office"", ""vulnerability"", ""CVE-2017-11882"", ""to"", ""deploy"", ""POWRUNER"", ""and"", ""BONDUPDATER"", ""less"", ""than"", ""a"", ""week"", ""after"", ""Microsoft"", ""issued"", ""a"", ""patch"", "".""]","[26, 10, 11, 26, 0, 26, 26, 22, 23, 23, 22, 26, 26, 8, 26, 8, 26, 26, 26, 26, 26, 18, 26, 26, 26, 26]"
4135,"[""POWRUNER"", ""was"", ""delivered"", ""using"", ""a"", ""malicious"", ""RTF"", ""file"", ""that"", ""exploited"", ""CVE-2017-0199"", "".""]","[8, 26, 26, 26, 26, 8, 9, 26, 26, 26, 22, 26]"
4136,"[""Specifically"", "","", ""Suckfly"", ""used"", ""a"", ""specially"", ""crafted"", ""web"", ""page"", ""to"", ""deliver"", ""an"", ""exploit"", ""for"", ""the"", ""Microsoft"", ""Windows"", ""OLE"", ""Remote"", ""Code"", ""Execution"", ""Vulnerability"", ""("", ""CVE-2014-6332"", "")"", "","", ""which"", ""affects"", ""specific"", ""versions"", ""of"", ""Microsoft"", ""Windows"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 22, 23, 23, 23, 23, 23, 23, 26, 22, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
4137,"[""This"", ""time"", "","", ""however"", "","", ""TA459"", ""opportunistically"", ""used"", ""spear-phishing"", ""emails"", ""with"", ""a"", ""Microsoft"", ""Word"", ""attachment"", ""exploiting"", ""the"", ""recently"", ""patched"", ""CVE-2017-0199"", ""to"", ""deploy"", ""the"", ""ZeroT"", ""Trojan"", "","", ""which"", ""in"", ""turn"", ""downloaded"", ""the"", ""PlugX"", ""Remote"", ""Access"", ""Trojan"", ""("", ""RAT"", "")"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 20, 21, 26, 26, 4, 5, 5, 26, 26, 26, 26, 22, 26, 26, 26, 8, 9, 26, 26, 26, 26, 26, 26, 8, 9, 9, 9, 26, 8, 26, 26]"
4138,"[""This"", ""time"", "","", ""however"", "","", ""attackers"", ""opportunistically"", ""used"", ""spear-phishing"", ""emails"", ""with"", ""a"", ""Microsoft"", ""Word"", ""attachment"", ""exploiting"", ""the"", ""recently"", ""patched"", ""CVE-2017-0199"", ""to"", ""deploy"", ""the"", ""ZeroT"", ""Trojan"", "","", ""which"", ""in"", ""turn"", ""downloaded"", ""the"", ""PlugX"", ""Remote"", ""Access"", ""Trojan"", ""("", ""RAT"", "")"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 20, 21, 26, 26, 4, 5, 5, 26, 26, 26, 26, 22, 26, 26, 26, 8, 9, 26, 26, 26, 26, 26, 26, 8, 9, 9, 9, 26, 8, 26, 26]"
4139,"[""Data"", ""from"", ""the"", ""early"", ""part"", ""of"", ""this"", ""year"", ""shows"", ""that"", ""the"", ""Taidoor"", ""attackers"", ""rampantly"", ""used"", ""malicious.DOC"", ""files"", ""to"", ""exploit"", ""a"", ""Microsoft"", ""Common"", ""Controls"", ""vulnerability"", "","", ""CVE-2012-0158"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 4, 26, 26, 26, 26, 22, 23, 23, 23, 26, 22, 26]"
4140,"[""TG-3390"", ""uses"", ""older"", ""exploits"", ""to"", ""compromise"", ""targets"", "","", ""and"", ""CTU"", ""researchers"", ""have"", ""not"", ""observed"", ""the"", ""threat"", ""actors"", ""using"", ""zero-day"", ""exploits"", ""as"", ""of"", ""this"", ""publication"", "".""]","[0, 26, 26, 26, 26, 26, 26, 26, 26, 6, 26, 26, 26, 26, 26, 26, 26, 26, 22, 23, 26, 26, 26, 26, 26]"
4141,"[""TG-3390"", ""actors"", ""have"", ""used"", ""Java"", ""exploits"", ""in"", ""their"", ""SWCs"", "".""]","[0, 26, 26, 26, 22, 23, 26, 26, 8, 26]"
4142,"[""In"", ""particular"", "","", ""TG-3390"", ""has"", ""exploited"", ""CVE-2011-3544"", "","", ""a"", ""vulnerability"", ""in"", ""the"", ""Java"", ""Runtime"", ""Environment"", "","", ""to"", ""deliver"", ""the"", ""HTTPBrowser"", ""backdoor"", "";"", ""and"", ""CVE-2010-0738"", "","", ""a"", ""vulnerability"", ""in"", ""JBoss"", "","", ""to"", ""compromise"", ""internally"", ""and"", ""externally"", ""accessible"", ""assets"", ""used"", ""to"", ""redirect"", ""users'"", ""web"", ""browsers"", ""to"", ""exploit"", ""code"", "".""]","[26, 26, 26, 0, 26, 26, 22, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 8, 9, 26, 26, 22, 26, 26, 26, 26, 8, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
4143,"[""In"", ""particular"", "","", ""the"", ""threat"", ""actors"", ""have"", ""exploited"", ""CVE-2011-3544"", "","", ""a"", ""vulnerability"", ""in"", ""the"", ""Java"", ""Runtime"", ""Environment"", "","", ""to"", ""deliver"", ""the"", ""HTTPBrowser"", ""backdoor"", "";"", ""and"", ""CVE-2010-0738"", "","", ""a"", ""vulnerability"", ""in"", ""JBoss"", "","", ""to"", ""compromise"", ""internally"", ""and"", ""externally"", ""accessible"", ""assets"", ""used"", ""to"", ""redirect"", ""users'"", ""web"", ""browsers"", ""to"", ""exploit"", ""code"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 22, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 8, 9, 26, 26, 22, 26, 26, 26, 26, 8, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
4144,"[""TG-3390"", ""'s"", ""activities"", ""indicate"", ""a"", ""preference"", ""for"", ""leveraging"", ""SWCs"", ""and"", ""scan-and-exploit"", ""techniques"", ""to"", ""compromise"", ""target"", ""systems"", "".""]","[26, 26, 2, 26, 26, 26, 26, 20, 21, 26, 20, 21, 26, 26, 26, 26, 26]"
4145,"[""Even"", ""when"", ""we"", ""observed"", ""LuckyMouse"", ""using"", ""weaponized"", ""documents"", ""with"", ""CVE-2017-11882"", ""("", ""Microsoft"", ""Office"", ""Equation"", ""Editor"", "","", ""widely"", ""used"", ""by"", ""Chinese-speaking"", ""actors"", ""since"", ""December"", ""2017"", "")"", "","", ""we"", ""can\u2032t"", ""prove"", ""they"", ""were"", ""related"", ""to"", ""this"", ""particular"", ""attack"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 22, 26, 8, 9, 9, 9, 26, 26, 26, 26, 26, 26, 26, 10, 11, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 2, 26]"
4146,"[""LuckyMouse"", ""has"", ""been"", ""spotted"", ""using"", ""a"", ""widely"", ""used"", ""Microsoft"", ""Office"", ""vulnerability"", ""("", ""CVE-2017-11882"", "")"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 22, 23, 23, 26, 22, 26, 26]"
4147,"[""No"", ""zero-day"", ""vulnerabilities"", ""were"", ""used"", ""to"", ""breach"", ""targeted"", ""networks"", "","", ""instead"", ""\"""", ""TG-3390"", ""relied"", ""on"", ""old"", ""vulnerabilities"", ""such"", ""as"", ""CVE-2011-3544"", ""\"""", ""\u2014"", ""a"", ""near-year-old"", ""Java"", ""security"", ""hole"", ""\u2014"", ""\"""", ""and"", ""CVE-2010-0738"", ""to"", ""compromise"", ""their"", ""targets"", ""\"""", "","", ""Dell"", ""SecureWorks'"", ""researchers"", ""reported"", "".""]","[26, 22, 23, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 22, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 22, 26, 26, 26, 26, 26, 26, 6, 7, 26, 26, 26]"
4148,"[""Execute"", ""a"", ""command"", ""through"", ""exploits"", ""for"", ""CVE-2017-11882"", "".""]","[26, 26, 26, 26, 26, 26, 22, 26]"
4149,"[""Execute"", ""a"", ""command"", ""through"", ""exploits"", ""for"", ""CVE-2018-0802"", "".""]","[26, 26, 26, 26, 26, 26, 22, 26]"
4150,"[""The"", ""document"", ""attached"", ""to"", ""this"", ""e-mail"", ""exploits"", ""CVE-2012-0158"", "".""]","[26, 26, 26, 26, 26, 22, 23, 22, 26]"
4151,"[""Tropic"", ""Trooper"", ""is"", ""also"", ""still"", ""exploiting"", ""CVE-2012-0158"", "","", ""as"", ""are"", ""many"", ""threat"", ""actors"", "".""]","[0, 1, 26, 26, 26, 26, 22, 26, 26, 26, 26, 26, 26, 26]"
